EmpID | StartDate | ExitDate | Title | BusinessUnit | EmployeeStatus | PayZone | EmployeeClassificationType | TerminationType | Division | State | JobFunctionDescription | Performance Score | Current Employee Rating | LastName | DOB | 
2104 | 14-Sep-20 |  | Production Technician I | TNS | Active | Zone A | Temporary | Unk | Field Operations | MA | Laborer | Exceeds | 2 | Fields | 1949 | 
2105 | 19-Jan-20 |  | Production Technician I | PYZ | Active | Zone C | Part-Time | Unk | General - Sga | MA | Supervisor | Needs Improvement | 4 | Hanson | 1960 | 
2106 | 14-Apr-19 | 20-Jan-23 | Production Technician I | WBL | Active | Zone C | Temporary | Resignation | Wireline Construction | MA | Foreman | Exceeds | 2 | Mendoza | 1962 | 
2107 | 02-Jun-23 | 24-Jul-23 | Production Technician I | NEL | Active | Zone B | Temporary | Retirement | Field Operations | MA | Project Manager | Exceeds | 1 | Black | 1943 | 
2108 | 09-May-22 | 03-Jan-23 | Production Technician I | PL | Voluntarily Terminated | Zone A | Temporary | Retirement | Field Operations | MA | Driller | Needs Improvement | 2 | Mccullough | 1978 | 
2109 | 23-Feb-21 |  | Production Technician I | BPC | Active | Zone C | Part-Time | Unk | Field Operations | MA | Tower Hand | Exceeds | 5 | Tanner | 1988 | 
2110 | 04-Jun-21 |  | Production Technician I | CCDR | Active | Zone C | Temporary | Unk | General - Sga | MA | Vp | Exceeds | 4 | Deleon | 1948 | 
2111 | 29-Mar-22 | 30-Jul-22 | Production Technician I | SVG | Active | Zone A | Temporary | Involuntary | General - Con | MA | Lineman | Needs Improvement | 5 | Hayden | 1957 | 
2112 | 30-Jul-19 | 21-Jan-20 | Production Technician I | EW | Active | Zone B | Temporary | Voluntary | Engineers | MA | Technician | Exceeds | 4 | Pierce | 1943 | 
2113 | 09-Jul-20 | 10-Dec-22 | Production Technician I | MSC | Active | Zone B | Full-Time | Involuntary | General - Con | MA | Clerk | Exceeds | 2 | Wood | 1944 | 
2114 | 24-Aug-19 |  | Production Technician II | NEL | Active | Zone C | Part-Time | Unk | Engineers | MA | Project Manager | Exceeds | 4 | Moran | 1992 | 
2115 | 15-Apr-19 | 10-May-23 | Production Technician II | PL | Active | Zone A | Part-Time | Voluntary | Billable Consultants | MA | Engineer | Exceeds | 2 | Cummings | 1978 | 
2116 | 21-Aug-21 |  | Production Technician II | BPC | Active | Zone C | Full-Time | Unk | Engineers | MA | Engineer | Needs Improvement | 4 | Bowen | 1946 | 
2117 | 22-Jun-20 |  | Production Technician II | CCDR | Active | Zone B | Full-Time | Unk | Field Operations | MA | Laborer | Exceeds | 2 | Hanna | 1993 | 
2118 | 28-Jan-20 |  | Production Technician II | SVG | Active | Zone C | Temporary | Unk | Project Management - Eng | MA | Coordinator | Exceeds | 5 | Mendoza | 2000 | 
2119 | 29-Mar-19 |  | Production Technician II | EW | Active | Zone A | Temporary | Unk | General - Con | MA | Foreman | Exceeds | 5 | Carey | 1941 | 
2120 | 05-Oct-18 |  | Production Technician II | MSC | Active | Zone C | Full-Time | Unk | Wireline Construction | MA | Lineman | Needs Improvement | 2 | Pittman | 1967 | 
2121 | 20-Aug-20 |  | Production Technician II | TNS | Active | Zone A | Full-Time | Unk | Splicing | MA | Splicer | Exceeds | 5 | Cochran | 1998 | 
2122 | 11-Jun-21 | 14-Nov-22 | Production Technician I | BPC | Active | Zone C | Temporary | Resignation | General - Con | MA | Locator | Needs Improvement | 5 | Kent | 1975 | 
2123 | 10-Sep-21 |  | Production Technician I | CCDR | Active | Zone B | Temporary | Unk | Catv | MA | Project Manager | Exceeds | 2 | Farley | 1979 | 
2124 | 21-Feb-23 | 09-Jul-23 | Production Technician I | SVG | Voluntarily Terminated | Zone B | Temporary | Voluntary | Wireline Construction | MA | Laborer | Exceeds | 2 | Hicks | 1950 | 
2125 | 09-Aug-19 |  | Production Technician I | EW | Active | Zone B | Part-Time | Unk | Engineers | MA | Project Manager | Exceeds | 4 | Zamora | 2001 | 
2126 | 08-Mar-21 | 07-Oct-22 | Production Technician I | MSC | Active | Zone C | Temporary | Involuntary | Technology / It | MA | Helpdesk | PIP | 1 | Kennedy | 1969 | 
2127 | 20-Jul-19 |  | Production Technician I | TNS | Active | Zone A | Part-Time | Unk | Field Operations | MA | Foreman | Needs Improvement | 4 | Benitez | 1953 | 
2128 | 27-Mar-23 |  | Production Technician I | PYZ | Active | Zone A | Temporary | Unk | Field Operations | MA | Foreman | Needs Improvement | 2 | Walton | 1955 | 
2129 | 07-Oct-19 |  | Production Technician I | WBL | Active | Zone B | Temporary | Unk | Field Operations | MA | Technician | Needs Improvement | 2 | Best | 1988 | 
2130 | 13-Dec-22 |  | Production Technician I | NEL | Active | Zone C | Part-Time | Unk | Field Operations | MA | Tower Hand | Needs Improvement | 1 | Henderson | 1973 | 
2131 | 06-Jun-20 | 12-Mar-22 | Production Technician I | PL | Voluntarily Terminated | Zone C | Part-Time | Resignation | Field Operations | MA | Laborer | Needs Improvement | 4 | Marsh | 1951 | 
2132 | 25-Apr-22 |  | Production Technician I | BPC | Active | Zone A | Full-Time | Unk | Fielders | MA | Technician | Needs Improvement | 2 | Brooks | 1964 | 
2133 | 28-Jul-20 |  | Production Technician I | CCDR | Active | Zone A | Full-Time | Unk | Field Operations | MA | Tower Hand | PIP | 1 | Kramer | 1974 | 
2134 | 28-Feb-22 | 31-May-23 | Production Technician I | SVG | Active | Zone B | Temporary | Resignation | Aerial | MA | Foreman | Exceeds | 2 | Faulkner | 2001 | 
2135 | 25-Oct-21 | 18-Feb-23 | Production Technician I | EW | Active | Zone A | Part-Time | Voluntary | Engineers | MA | Technician | Exceeds | 2 | Mayo | 1955 | 
2136 | 12-Sep-18 | 11-Jul-20 | Production Technician I | MSC | Active | Zone A | Part-Time | Involuntary | Underground | MA | Labor | Exceeds | 1 | Vaughan | 1991 | 
2137 | 31-Dec-22 | 15-Jan-23 | Production Technician II | CCDR | Future Start | Zone B | Full-Time | Involuntary | General - Con | MA | Laborer | Exceeds | 5 | Murphy | 1962 | 
2138 | 04-Nov-21 | 10-Jun-23 | Production Technician II | EW | Active | Zone C | Temporary | Involuntary | Project Management - Con | MA | Evp | Exceeds | 2 | Sloan | 1966 | 
2139 | 05-May-20 |  | Production Technician II | MSC | Active | Zone B | Full-Time | Unk | Aerial | MA | Laborer | Exceeds | 2 | Elliott | 1968 | 
2140 | 08-Dec-20 |  | Production Technician II | NEL | Active | Zone A | Part-Time | Unk | Engineers | MA | Supervisor | Exceeds | 2 | Jones | 1969 | 
2141 | 29-Sep-18 | 20-May-23 | Production Technician II | PL | Active | Zone C | Full-Time | Resignation | Aerial | MA | Foreman | Exceeds | 2 | Dixon | 1946 | 
2142 | 09-Jan-20 | 02-Nov-20 | Production Technician II | PYZ | Active | Zone A | Temporary | Involuntary | Engineers | MA | Engineer | Exceeds | 2 | Gentry | 1965 | 
2143 | 01-Jul-20 | 31-Oct-22 | Production Technician II | SVG | Future Start | Zone A | Temporary | Involuntary | Yard (Material Handling) | MA | Coordinator | Exceeds | 1 | Meyer | 1994 | 
2144 | 25-Aug-22 |  | Production Technician II | TNS | Active | Zone B | Temporary | Unk | Field Operations | MA | Laborer | Exceeds | 2 | Craig | 1998 | 
2145 | 27-Feb-19 |  | Production Technician II | WBL | Active | Zone A | Full-Time | Unk | General - Sga | MA | Coordinator | Exceeds | 1 | Hickman | 1989 | 
2146 | 25-Dec-19 | 04-Jun-23 | Production Technician I | MSC | Voluntarily Terminated | Zone A | Temporary | Resignation | Splicing | MA | Model Assistant | Exceeds | 2 | Franklin | 1943 | 
2147 | 14-Aug-20 | 27-Oct-21 | Production Technician I | NEL | Active | Zone B | Temporary | Involuntary | Aerial | MA | Lineman | Exceeds | 4 | Cain | 1981 | 
2148 | 30-Jul-21 |  | Production Technician I | PL | Active | Zone A | Full-Time | Unk | Splicing | MA | Splicer | Exceeds | 5 | Koch | 1949 | 
2149 | 02-May-21 | 27-Jun-23 | Production Technician I | PYZ | Voluntarily Terminated | Zone A | Temporary | Involuntary | Project Management - Con | MA | Coordinator | Exceeds | 5 | Hess | 1997 | 
2150 | 21-Jan-23 | 29-Mar-23 | Production Technician I | SVG | Active | Zone B | Full-Time | Voluntary | Splicing | MA | Splicer | Exceeds | 5 | Sheppard | 1971 | 
2151 | 20-Jan-21 | 27-Jun-23 | Production Technician I | TNS | Active | Zone B | Temporary | Involuntary | Fielders | MA | Engineer | Exceeds | 1 | Mitchell | 1950 | 
2152 | 07-Oct-20 |  | Production Technician I | WBL | Active | Zone C | Temporary | Unk | Engineers | MA | Project Manager | Exceeds | 2 | Kirby | 1956 | 
2153 | 15-Jun-19 |  | Production Technician I | BPC | Active | Zone C | Part-Time | Unk | Project Management - Con | MA | Model Assistant | Exceeds | 4 | Caldwell | 1944 | 
2154 | 28-Apr-22 |  | Production Technician I | CCDR | Active | Zone A | Temporary | Unk | Field Operations | MA | Driller | Exceeds | 4 | Vang | 1975 | 
2155 | 29-Jun-19 | 19-Feb-23 | Production Technician I | EW | Voluntarily Terminated | Zone B | Full-Time | Resignation | Finance & Accounting | MA | Coordinator | Exceeds | 4 | Wilson | 1942 | 
2156 | 11-Sep-18 | 14-Mar-20 | Production Technician I | MSC | Active | Zone B | Temporary | Voluntary | Executive | MA | Manager | Exceeds | 3 | Osborn | 1989 | 
2157 | 15-May-20 | 22-Dec-21 | Production Technician I | NEL | Active | Zone A | Full-Time | Retirement | General - Sga | MA | Assistant | Exceeds | 4 | Arias | 1950 | 
2158 | 23-Feb-23 |  | Production Technician I | PL | Active | Zone B | Full-Time | Unk | Field Operations | MA | Foreman | Exceeds | 3 | Stafford | 1962 | 
2159 | 23-Mar-21 | 22-Mar-22 | Production Technician I | PYZ | Active | Zone C | Temporary | Resignation | Aerial | MA | Lineman | Exceeds | 5 | Burns | 1983 | 
2160 | 07-Nov-22 | 06-Apr-23 | Production Technician I | SVG | Active | Zone A | Part-Time | Involuntary | General - Con | MA | Laborer | Exceeds | 3 | George | 1988 | 
2161 | 19-May-21 |  | Production Technician I | TNS | Active | Zone C | Full-Time | Unk | Project Management - Con | MA | Engineer | Exceeds | 3 | Franklin | 1951 | 
2162 | 02-Jan-21 |  | Production Technician II | WBL | Active | Zone B | Temporary | Unk | Project Management - Con | MA | Project Manager | Exceeds | 3 | Wall | 1970 | 
2163 | 26-Mar-19 |  | Production Technician II | NEL | Active | Zone B | Full-Time | Unk | General - Sga | MA | Lineman | Exceeds | 1 | Contreras | 1966 | 
2164 | 28-Sep-20 |  | Production Technician II | PL | Active | Zone C | Full-Time | Unk | General - Eng | MA | Technician | Exceeds | 3 | Burton | 1950 | 
2165 | 16-Mar-19 | 26-Apr-20 | Production Technician II | BPC | Active | Zone C | Full-Time | Involuntary | Field Operations | MA | Laborer | Exceeds | 3 | Hughes | 1948 | 
2166 | 20-Mar-19 |  | Production Technician II | CCDR | Active | Zone B | Part-Time | Unk | Field Operations | MA | Operator | Exceeds | 3 | Sullivan | 1997 | 
2167 | 30-Dec-18 | 10-Aug-20 | Production Technician II | SVG | Future Start | Zone B | Temporary | Voluntary | Technology / It | MA | Administrator | Exceeds | 3 | Ashley | 1991 | 
2168 | 08-Aug-18 |  | Production Technician II | EW | Active | Zone B | Full-Time | Unk | Field Operations | MA | Technician | Exceeds | 3 | Mayo | 1995 | 
2169 | 04-Jul-20 | 11-May-22 | Production Technician II | MSC | Active | Zone A | Full-Time | Retirement | General - Con | MA | Flagger | Exceeds | 3 | Warner | 1995 | 
2170 | 29-Jan-23 |  | Production Technician I | PL | Active | Zone C | Part-Time | Unk | Wireline Construction | MA | Billing | Exceeds | 3 | Cooke | 1950 | 
2171 | 09-Aug-21 | 27-May-22 | Production Technician I | BPC | Active | Zone A | Part-Time | Resignation | Executive | MA | Executive Assistant | Exceeds | 3 | Sharp | 1992 | 
2172 | 16-May-21 | 30-Jun-23 | Production Technician I | CCDR | Voluntarily Terminated | Zone C | Temporary | Retirement | Field Operations | MA | Laborer | Exceeds | 3 | Mcbride | 1994 | 
2173 | 14-Aug-21 | 08-Oct-21 | Production Technician I | SVG | Voluntarily Terminated | Zone A | Part-Time | Retirement | Engineers | MA | Engineer | Exceeds | 3 | Wong | 1987 | 
2174 | 08-Feb-22 |  | Production Technician I | EW | Active | Zone B | Temporary | Unk | General - Eng | MA | Coordinator | Exceeds | 3 | Herman | 1970 | 
2175 | 16-Dec-19 | 21-Jun-20 | Production Technician I | MSC | Active | Zone C | Temporary | Voluntary | Field Operations | MA | Technician | Exceeds | 2 | Ellison | 1987 | 
2176 | 07-Oct-21 |  | Production Technician I | TNS | Active | Zone B | Full-Time | Unk | Field Operations | MA | Foreman | Exceeds | 2 | Weaver | 1988 | 
2177 | 23-Dec-20 |  | Production Technician I | PYZ | Active | Zone A | Full-Time | Unk | Catv | MA | Supervisor | PIP | 4 | Figueroa | 1951 | 
2178 | 01-Nov-22 |  | Production Technician I | WBL | Active | Zone B | Part-Time | Unk | Fielders | MA | Engineer | PIP | 4 | Robbins | 1990 | 
2179 | 28-Oct-22 | 27-May-23 | Production Technician I | NEL | Voluntarily Terminated | Zone B | Full-Time | Retirement | Project Management - Con | MA | Supervisor | PIP | 4 | Solomon | 1996 | 
2180 | 03-Nov-18 | 03-May-23 | Production Technician I | PL | Active | Zone A | Full-Time | Resignation | Field Operations | MA | Technician | PIP | 5 | Castaneda | 1980 | 
2181 | 05-Mar-19 | 16-Mar-20 | Production Technician I | BPC | Active | Zone A | Temporary | Resignation | Field Operations | MA | Foreman | PIP | 5 | Lambert | 1991 | 
2182 | 14-Mar-21 |  | Production Technician I | CCDR | Active | Zone A | Part-Time | Unk | General - Eng | MA | Engineer | Exceeds | 4 | Hays | 1992 | 
2183 | 13-Dec-18 |  | Production Technician I | SVG | Active | Zone C | Full-Time | Unk | Finance & Accounting | MA | Manager | Exceeds | 5 | Bush | 1949 | 
2184 | 05-Sep-21 | 31-Mar-23 | Production Technician I | EW | Active | Zone C | Part-Time | Retirement | Aerial | MA | Laborer | Exceeds | 2 | Brewer | 1984 | 
2185 | 17-May-20 | 18-Feb-22 | Production Technician II | WBL | Voluntarily Terminated | Zone A | Full-Time | Involuntary | Aerial | MA | Groundman | Exceeds | 5 | Snyder | 1959 | 
2186 | 03-Mar-23 | 23-Mar-23 | Production Technician II | NEL | Active | Zone A | Temporary | Voluntary | Field Operations | MA | Technician | Exceeds | 1 | Hickman | 1997 | 
2187 | 28-Feb-20 |  | Production Technician II | PL | Active | Zone B | Full-Time | Unk | Engineers | MA | Program Manager | Exceeds | 5 | Kirk | 1998 | 
2188 | 11-Feb-21 | 28-Jun-23 | Production Technician II | BPC | Active | Zone A | Part-Time | Involuntary | Field Operations | MA | Laborer | Exceeds | 2 | York | 1965 | 
2189 | 25-Jan-19 |  | Production Technician II | CCDR | Active | Zone B | Temporary | Unk | Shop (Fleet) | MA | Shop | Needs Improvement | 5 | Mahoney | 1944 | 
2190 | 25-Apr-23 | 15-Jun-23 | Production Technician II | SVG | Active | Zone C | Full-Time | Voluntary | General - Con | MA | Laborer | Needs Improvement | 5 | Horn | 1985 | 
2191 | 14-Feb-21 | 19-Apr-23 | Production Technician II | EW | Active | Zone C | Part-Time | Retirement | Engineers | MA | Engineer | Needs Improvement | 5 | Moreno | 1971 | 
2192 | 07-Oct-20 | 18-Jan-23 | Production Technician II | MSC | Active | Zone C | Part-Time | Voluntary | General - Con | MA | Administration | Needs Improvement | 1 | Christian | 1945 | 
2193 | 28-Feb-19 | 01-Jun-23 | Production Technician I | NEL | Voluntarily Terminated | Zone A | Part-Time | Involuntary | Field Operations | MA | Laborer | Needs Improvement | 4 | Bowen | 1963 | 
2194 | 27-Jul-19 |  | Production Technician I | PL | Active | Zone B | Temporary | Unk | Field Operations | MA | Laborer | Needs Improvement | 2 | Vega | 1992 | 
2195 | 02-Jun-23 | 07-Jul-23 | Production Technician I | BPC | Active | Zone C | Part-Time | Voluntary | Underground | MA | Laborer | Needs Improvement | 2 | Mercer | 1954 | 
2196 | 14-Nov-22 | 04-Jan-23 | Production Technician I | CCDR | Voluntarily Terminated | Zone A | Full-Time | Resignation | Underground | MA | Operator | Needs Improvement | 5 | Ortega | 1983 | 
2197 | 22-Aug-18 | 10-Nov-21 | Production Technician I | SVG | Voluntarily Terminated | Zone C | Full-Time | Involuntary | Wireline Construction | MA | Operator | Needs Improvement | 4 | Maddox | 1983 | 
2198 | 15-Dec-22 | 29-Dec-22 | Production Technician I | EW | Active | Zone B | Temporary | Retirement | Field Operations | MA | Driver | Exceeds | 1 | Velez | 1963 | 
2199 | 31-May-20 |  | Production Technician I | MSC | Active | Zone C | Full-Time | Unk | General - Con | MA | Manager | Exceeds | 4 | Haynes | 1977 | 
2200 | 19-Jul-22 |  | Production Technician I | TNS | Active | Zone A | Full-Time | Unk | Field Operations | MA | Laborer | Exceeds | 4 | Cardenas | 1954 | 
2201 | 01-Jul-20 |  | Production Technician I | PYZ | Active | Zone C | Part-Time | Unk | Project Management - Con | MA | Technician | Exceeds | 2 | Bartlett | 1990 | 
2202 | 18-Nov-20 |  | Production Technician I | WBL | Active | Zone A | Part-Time | Unk | Project Management - Con | MA | Project Manager | Exceeds | 4 | Walker | 1969 | 
2203 | 29-Feb-20 | 20-May-21 | Production Technician I | NEL | Voluntarily Terminated | Zone A | Part-Time | Involuntary | General - Con | MA | Technician | Exceeds | 1 | Le | 1986 | 
2204 | 24-Sep-21 | 28-Jan-22 | Production Technician I | PL | Active | Zone B | Part-Time | Retirement | Shop (Fleet) | MA | Supervisor | Needs Improvement | 2 | Bridges | 1984 | 
2205 | 13-Apr-22 | 30-Jul-23 | Production Technician I | BPC | Active | Zone B | Full-Time | Involuntary | General - Sga | MA | Administrator | Needs Improvement | 4 | Franco | 1944 | 
2206 | 25-Oct-22 |  | Production Technician I | CCDR | Active | Zone A | Temporary | Unk | Field Operations | MA | Tower Hand | Needs Improvement | 5 | Williams | 1942 | 
2207 | 27-Jan-21 |  | Production Technician I | SVG | Active | Zone C | Full-Time | Unk | Field Operations | MA | Welder | Needs Improvement | 5 | Knight | 1953 | 
2208 | 21-Sep-18 |  | IT Support | WBL | Active | Zone B | Full-Time | Unk | Fielders | CT | Technician | Needs Improvement | 5 | Galia | 1948 | 
2209 | 14-Apr-20 |  | IT Support | PYZ | Active | Zone C | Part-Time | Unk | Wireline Construction | MA | Groundman | Needs Improvement | 5 | Clayton | 2000 | 
2210 | 31-May-21 | 31-Oct-22 | IT Support | PL | Active | Zone C | Temporary | Resignation | Wireline Construction | MA | Vp | Exceeds | 4 | Soto | 1965 | 
2211 | 10-Apr-20 |  | IT Support | WBL | Active | Zone C | Temporary | Unk | Field Operations | CT | Administrator | Exceeds | 5 | Lindsay | 1971 | 
2212 | 03-Jul-22 | 22-Mar-23 | IT Support | MSC | Active | Zone C | Part-Time | Involuntary | Field Operations | MA | Cfo | Exceeds | 1 | Mayo | 1991 | 
2213 | 15-Mar-23 | 10-May-23 | IT Support | EW | Active | Zone A | Full-Time | Retirement | Shop (Fleet) | MA | Shop | Exceeds | 5 | Khan | 1965 | 
2214 | 29-Jul-21 | 12-Aug-22 | IT Support | CCDR | Active | Zone C | Full-Time | Resignation | Field Operations | MA | Tower Hand | Exceeds | 4 | Wade | 1951 | 
2215 | 05-Feb-22 | 13-Jan-23 | IT Support | BPC | Active | Zone B | Temporary | Resignation | Engineers | MA | Engineer | Exceeds | 1 | Ochoa | 1962 | 
2216 | 09-Nov-22 |  | IT Manager - Support | WBL | Active | Zone B | Temporary | Unk | General - Con | MA | Technician | Exceeds | 1 | Bruce | 1972 | 
2217 | 23-Nov-20 | 14-Dec-20 | IT Manager - Infra | TNS | Active | Zone A | Temporary | Voluntary | People Services | CT | Director | Exceeds | 4 | Ayers | 1995 | 
2218 | 21-Feb-19 | 21-Oct-22 | IT Manager - DB | SVG | Active | Zone B | Part-Time | Resignation | Field Operations | MA | Foreman | Exceeds | 4 | Arellano | 1967 | 
2219 | 25-Sep-22 | 06-May-23 | IT Support | SVG | Active | Zone C | Part-Time | Retirement | Wireline Construction | MA | Laborer | Exceeds | 5 | Lane | 1966 | 
2220 | 17-Sep-22 |  | IT Support | EW | Active | Zone B | Temporary | Unk | General - Eng | MA | Engineer | Exceeds | 4 | Harrison | 1961 | 
2221 | 31-May-19 |  | IT Support | MSC | Active | Zone C | Part-Time | Unk | Field Operations | MA | Laborer | Exceeds | 4 | Sawyer | 1993 | 
2222 | 21-Jul-20 | 18-Aug-21 | IT Support | TNS | Active | Zone A | Temporary | Resignation | Wireline Construction | MA | Laborer | Exceeds | 4 | Lam | 1998 | 
2223 | 04-Jul-20 |  | IT Manager - Support | BPC | Active | Zone C | Temporary | Unk | Executive | MA | Vp | Exceeds | 2 | Hawkins | 1942 | 
2224 | 13-Oct-20 |  | IT Manager - Infra | CCDR | Active | Zone A | Temporary | Unk | Wireline Construction | CT | Groundman | Exceeds | 4 | Nash | 1999 | 
2225 | 01-May-23 |  | IT Manager - DB | EW | Active | Zone A | Full-Time | Unk | Engineers | MA | Project Manager | Exceeds | 2 | Jensen | 1971 | 
2226 | 22-Mar-19 | 17-Jun-21 | IT Support | SVG | Active | Zone A | Full-Time | Resignation | General - Eng | MA | Administrative | Exceeds | 1 | Strong | 1960 | 
2227 | 27-Dec-21 |  | IT Support | EW | Active | Zone B | Full-Time | Unk | Aerial | MA | Lineman | Needs Improvement | 5 | Maldonado | 1995 | 
2228 | 12-Aug-18 | 13-Jun-22 | IT Support | MSC | Active | Zone B | Part-Time | Resignation | Wireless | MA | Laborer | PIP | 4 | Romero | 1942 | 
2229 | 28-Dec-22 |  | IT Support | TNS | Active | Zone A | Temporary | Unk | Underground | MA | Laborer | PIP | 4 | Gray | 1977 | 
2230 | 25-Nov-18 |  | IT Manager - Support | PYZ | Active | Zone A | Full-Time | Unk | General - Con | CT | Supervisor | Fully Meets | 2 | Mcfarland | 1972 | 
2231 | 26-Dec-20 |  | IT Manager - Infra | WBL | Active | Zone A | Part-Time | Unk | General - Con | CT | Laborer | Fully Meets | 2 | Ellis | 1990 | 
2232 | 16-Dec-22 |  | IT Manager - DB | NEL | Active | Zone A | Full-Time | Unk | Field Operations | MA | Engineer | Fully Meets | 5 | Giles | 1942 | 
2233 | 27-Sep-19 |  | IT Support | MSC | Active | Zone B | Full-Time | Unk | Splicing | MA | Lineman | Fully Meets | 1 | Castillo | 1977 | 
2234 | 20-Feb-21 | 09-Jan-22 | IT Support | EW | Active | Zone C | Full-Time | Resignation | Wireline Construction | MA | Laborer | Fully Meets | 2 | Barnes | 1975 | 
2235 | 26-Feb-22 |  | IT Support | CCDR | Active | Zone B | Full-Time | Unk | Shop (Fleet) | MA | Model Assistant | Fully Meets | 1 | Grimes | 1954 | 
2236 | 23-Dec-18 | 11-Oct-21 | IT Support | BPC | Active | Zone A | Temporary | Involuntary | Engineers | CT | Project Manager | Fully Meets | 1 | Long | 1948 | 
2237 | 10-Jan-22 | 04-Jan-23 | IT Manager - Support | WBL | Active | Zone B | Temporary | Resignation | Underground | CT | Laborer | Fully Meets | 2 | Wong | 1975 | 
2238 | 04-Mar-21 | 06-Dec-21 | IT Manager - Infra | TNS | Active | Zone B | Temporary | Resignation | Project Management - Con | CT | Purchasing | Fully Meets | 2 | Livingston | 1972 | 
2239 | 10-Mar-23 | 04-Apr-23 | IT Manager - DB | SVG | Active | Zone C | Part-Time | Retirement | Catv | MA | Manager | Fully Meets | 5 | Whitney | 1962 | 
2240 | 05-Dec-18 |  | IT Support | SVG | Active | Zone B | Part-Time | Unk | Finance & Accounting | MA | Accounting | Fully Meets | 2 | Nelson | 1997 | 
2241 | 24-Jun-21 |  | IT Support | EW | Active | Zone C | Part-Time | Unk | Technology / It | MA | Engineer | Fully Meets | 2 | Carr | 1981 | 
2242 | 10-May-22 | 16-Jul-22 | IT Support | MSC | Active | Zone C | Temporary | Resignation | Field Operations | MA | Runner | Fully Meets | 4 | Pacheco | 1994 | 
2243 | 13-Apr-23 | 03-May-23 | IT Support | TNS | Active | Zone A | Part-Time | Involuntary | Finance & Accounting | CT | Accounting | Fully Meets | 4 | Wu | 1954 | 
2244 | 04-Aug-22 |  | IT Manager - Support | PYZ | Active | Zone C | Temporary | Unk | Field Operations | CT | Driller | Fully Meets | 4 | Pham | 1949 | 
2245 | 28-Feb-21 | 13-Jul-22 | IT Manager - Infra | WBL | Active | Zone C | Part-Time | Resignation | Engineers | MA | Supervisor | Fully Meets | 5 | Underwood | 1946 | 
2246 | 14-Oct-20 | 10-Apr-22 | IT Manager - DB | NEL | Active | Zone B | Part-Time | Resignation | Field Operations | MA | Technician | Fully Meets | 4 | Logan | 1973 | 
2247 | 10-Sep-18 | 08-Jun-23 | IT Support | SVG | Active | Zone B | Temporary | Resignation | Fielders | MA | Engineer | Fully Meets | 2 | Novak | 1983 | 
2248 | 16-Dec-22 | 28-May-23 | IT Support | EW | Active | Zone B | Temporary | Retirement | Field Operations | MA | Laborer | Fully Meets | 2 | Powers | 1999 | 
2249 | 28-Sep-18 | 26-Jan-19 | IT Support | MSC | Active | Zone C | Part-Time | Voluntary | Field Operations | MA | Laborer | Fully Meets | 4 | Bryant | 1994 | 
2250 | 08-Mar-22 | 26-Apr-22 | IT Support | TNS | Active | Zone C | Temporary | Involuntary | Aerial | CT | Groundman | Fully Meets | 5 | Kim | 1962 | 
2251 | 12-Jan-22 |  | IT Manager - Support | PYZ | Active | Zone B | Temporary | Unk | Project Management - Con | MA | Program Manager | Fully Meets | 2 | Willis | 1978 | 
2252 | 08-Dec-20 |  | IT Manager - Infra | WBL | Active | Zone B | Part-Time | Unk | Field Operations | MA | Coordinator | Fully Meets | 4 | Fitzgerald | 1973 | 
2253 | 17-Nov-20 |  | IT Support | PYZ | Active | Zone A | Full-Time | Unk | Field Operations | MA | Technician | Fully Meets | 1 | Jarvis | 1982 | 
2254 | 18-Jan-21 |  | IT Support | SVG | Active | Zone A | Part-Time | Unk | General - Sga | MA | Administrator | Fully Meets | 2 | Marquez | 1957 | 
2255 | 15-Sep-20 | 01-Oct-21 | IT Support | TNS | Active | Zone C | Part-Time | Involuntary | Wireline Construction | MA | Lineman | Fully Meets | 2 | Mercer | 1990 | 
2256 | 11-Dec-19 |  | IT Support | WBL | Active | Zone C | Full-Time | Unk | Field Operations | CT | Driller | Fully Meets | 5 | Pham | 1981 | 
2257 | 29-Apr-21 | 10-Jun-22 | IT Manager - Support | WBL | Active | Zone B | Full-Time | Voluntary | General - Eng | MA | Administrative | Fully Meets | 2 | Lucero | 1988 | 
2258 | 03-Apr-21 |  | IT Manager - Infra | TNS | Active | Zone C | Part-Time | Unk | Engineers | MA | Engineer | Fully Meets | 2 | Gilmore | 1999 | 
2259 | 01-Feb-22 |  | IT Support | SVG | Active | Zone A | Temporary | Unk | General - Eng | MA | Drafter | Fully Meets | 1 | Wang | 1961 | 
2260 | 17-Jan-20 | 30-Sep-21 | IT Support | EW | Active | Zone B | Temporary | Voluntary | Engineers | MA | Billing | Fully Meets | 1 | Vaughan | 1992 | 
2261 | 01-Jun-22 |  | IT Support | MSC | Active | Zone B | Part-Time | Unk | Wireline Construction | CT | Foreman | Fully Meets | 2 | Jennings | 1958 | 
2262 | 17-Mar-19 |  | IT Support | TNS | Active | Zone A | Temporary | Unk | Engineers | CT | Engineer | Fully Meets | 2 | Harper | 1950 | 
2263 | 07-Jan-20 |  | IT Manager - Support | PYZ | Active | Zone B | Temporary | Unk | General - Sga | MA | Assistant | Fully Meets | 2 | Yates | 1965 | 
2264 | 24-Feb-21 | 29-Dec-21 | IT Manager - Infra | WBL | Active | Zone A | Part-Time | Involuntary | Executive | MA | Manager | Fully Meets | 5 | Guzman | 1979 | 
