FirstName,LastName,EmployeeClassificationType,DOB,JobFunctionDescription,State,GenderCode,LocationCode,RaceDesc,MaritalDesc
Trina,Alagbe,Temporary,17-04-1952,Foreman,MA,Female,1886,Other,Single
Betsy,Bondwell,Full-Time,10-02-1994,Lineman,MA,Female,2210,Other,Divorced
Joe,Smith,Temporary,23-01-1996,Laborer,MA,Male,2045,Asian,Single
Lisa,Lunquist,Full-Time,10-10-1991,Laborer,MA,Female,2324,Black,Married
Jene'ya,Darson,Temporary,29-12-1968,Supervisor,MA,Female,2110,White,Widowed
Hunter,Cannon,Temporary,31-10-1941,Manager,MA,Female,10062,Other,Divorced
Jon,Lynn,Full-Time,16-02-1945,Administration,MA,Female,82592,White,Single
Paxton,Clarke,Full-Time,22-09-1952,Technician,MA,Female,4549,White,Single
Lillian,Hines,Part-Time,22-12-1976,Administration,MA,Female,61287,Other,Divorced
Liam,Snow,Temporary,25-03-1972,Engineer,MA,Female,61958,Asian,Single
Arianna,Horton,Full-Time,16-06-1990,Manager,MA,Female,37701,Hispanic,Married
Ayanna,Short,Temporary,14-11-1993,Foreman,MA,Male,19755,Black,Divorced
Steve,Charles,Temporary,24-05-1980,Manager,MA,Female,48632,Hispanic,Married
Ricardo,Bruce,Full-Time,26-11-1956,Laborer,MA,Female,31391,Asian,Widowed
Laura,Gutierrez,Temporary,11-02-1948,Splicer,MA,Female,8522,Black,Single
Braxton,Rojas,Temporary,09-11-1963,Lineman,MA,Female,88359,White,Widowed
Sage,Mercer,Full-Time,18-02-1949,Director,MA,Female,21326,Black,Divorced
Chase,Horn,Part-Time,27-05-1967,Administrator,MA,Female,75570,White,Single
Juliana,Dyer,Temporary,26-10-1989,Laborer,MA,Female,97548,Black,Single
Alec,Stephens,Temporary,14-06-2000,Groundman,MA,Female,51952,Other,Married
Adriana,Weber,Temporary,18-09-1947,Laborer,MA,Female,46806,Black,Divorced
Lola,Hensley,Temporary,01-01-1949,Technician,MA,Female,67662,Other,Married
Shamar,Delgado,Part-Time,25-02-1950,Laborer,MA,Female,74114,White,Divorced
Emmanuel,Huang,Full-Time,21-07-1972,Technician,MA,Female,54589,Hispanic,Divorced
Brenna,Decker,Full-Time,29-12-1988,Lineman,MA,Female,43526,Other,Single
Averie,Wolfe,Full-Time,06-08-1978,Driller,MA,Female,22396,Other,Married
Gaige,Marsh,Temporary,10-07-1992,Lineman,MA,Female,92216,White,Single
Karli,Ross,Full-Time,09-06-1990,Project Manager,MA,Female,64180,Asian,Divorced
Amiyah,Beasley,Part-Time,21-02-1999,Laborer,MA,Female,34377,Black,Widowed
Kayla,Gibbs,Temporary,22-06-1943,Locator,MA,Female,65306,Other,Widowed
Jocelyn,Jackson,Part-Time,07-07-1963,Flagger,MA,Female,29557,Black,Widowed
Gilbert,Newman,Full-Time,17-08-1977,Coordinator,MA,Female,18299,White,Widowed
Roberto,Rosales,Temporary,25-05-1990,Laborer,MA,Female,81634,White,Married
Justice,Rhodes,Part-Time,01-07-1985,Welder,MA,Female,48650,Other,Married
Adyson,Esparza,Full-Time,05-04-2001,Engineer,MA,Female,72181,Other,Divorced
Laci,Baird,Part-Time,09-03-1947,Laborer,MA,Female,53844,Asian,Widowed
Samson,Meza,Temporary,23-10-1973,Chief Operating Officer,MA,Male,72825,Other,Married
Deacon,Bass,Temporary,05-05-1979,Splicer,MA,Female,10308,Black,Widowed
Kaila,Johnston,Temporary,03-09-1941,Lineman,MA,Female,67443,Asian,Widowed
Cayden,Maynard,Temporary,01-10-1997,Engineer,MA,Female,9141,White,Widowed
Araceli,Mcguire,Part-Time,07-03-1949,Laborer,MA,Female,71663,Hispanic,Married
Naomi,Hardin,Temporary,06-08-1994,Clerk,MA,Female,91439,Asian,Married
Darnell,Eaton,Full-Time,06-06-1984,Vp,MA,Female,44651,White,Single
Zariah,Ritter,Temporary,08-04-1952,Foreman,MA,Female,61363,Black,Widowed
Malaki,Richards,Temporary,11-11-1984,Technician,MA,Female,6175,Asian,Divorced
Markus,Robles,Part-Time,05-03-1992,Engineer,MA,Female,23634,White,Widowed
Angela,Kaufman,Full-Time,01-10-1958,Lineman,MA,Female,66919,White,Widowed
Shaniya,Wolfe,Part-Time,17-04-1971,Laborer,MA,Female,10719,Black,Single
Anya,Morton,Temporary,27-01-1986,Runner,MA,Female,86107,Asian,Divorced
Emery,Peck,Temporary,08-01-1977,Laborer,MA,Female,65810,White,Widowed
Angelique,Mathis,Full-Time,14-02-1946,Billing,MA,Female,47869,Black,Widowed
Marlee,Woods,Temporary,11-12-1955,Foreman,MA,Female,54120,Asian,Widowed
Jocelyn,Valentine,Part-Time,30-08-1941,Operator,MA,Female,21322,White,Divorced
Sophie,Moran,Part-Time,04-08-1962,Foreman,MA,Female,31287,Hispanic,Divorced
Yair,Snyder,Full-Time,25-03-1991,Coordinator,MA,Female,5063,Asian,Single
Shamar,Herman,Temporary,11-04-1975,Laborer,MA,Female,90678,Asian,Single
Ishaan,Schaefer,Full-Time,26-02-1970,Locator,MA,Female,5306,Hispanic,Married
Liam,Figueroa,Full-Time,04-08-1974,Engineer,MA,Female,42458,Black,Single
Linda,Combs,Temporary,02-05-1981,Tower Hand,MA,Female,77958,Hispanic,Widowed
Marilyn,Moss,Full-Time,23-10-1943,Billing,MA,Female,84191,Black,Single
Yuliana,Nelson,Full-Time,13-08-1982,Operator,MA,Female,34988,Asian,Married
August,Wiley,Full-Time,16-06-1977,Manager,MA,Male,8786,Asian,Married
Lindsay,Pennington,Part-Time,05-11-1996,Technician,MA,Male,19087,Asian,Divorced
Nico,Villarreal,Full-Time,28-01-1991,Laborer,MA,Female,47570,White,Divorced
Jaliyah,Conway,Part-Time,19-01-1947,Driver,MA,Female,95951,Asian,Married
Raymond,Gillespie,Full-Time,14-03-2001,Lineman,MA,Female,44292,Asian,Married
Joey,Montes,Part-Time,18-02-1942,Laborer,MA,Female,1372,Asian,Single
Ian,Hester,Full-Time,27-08-1945,Clerk,MA,Female,14973,White,Married
Weston,Rios,Temporary,04-05-2001,Foreman,MA,Female,81445,Black,Married
Carson,Pennington,Full-Time,04-10-1957,Operator,MA,Female,29345,White,Single
Brynlee,Crawford,Temporary,04-12-1949,Lineman,MA,Female,33621,Other,Divorced
Sanai,Rose,Part-Time,18-04-1997,Laborer,MA,Female,91981,Black,Single
Luna,Arroyo,Part-Time,29-02-1992,Technician,MA,Female,79529,White,Married
Lorelai,Hale,Part-Time,21-09-1967,Technician,MA,Female,7492,White,Married
Darrell,Horne,Full-Time,20-02-1992,Operator,MA,Female,16589,Black,Married
Itzel,Nunez,Part-Time,19-11-1976,Engineer,MA,Female,39813,Other,Divorced
Serena,Lutz,Part-Time,26-10-1948,Manager,MA,Female,31663,Asian,Widowed
Gwendolyn,Gray,Part-Time,23-08-1966,Laborer,MA,Female,26502,White,Single
Khalil,Lee,Part-Time,06-04-1995,Laborer,MA,Female,4321,Asian,Married
Corinne,Navarro,Full-Time,07-05-1942,Laborer,MA,Female,93573,Asian,Widowed
Meadow,Atkins,Full-Time,03-02-1953,Safety,MA,Female,17084,White,Widowed
Jaden,Charles,Temporary,13-04-1999,Laborer,MA,Female,18433,Black,Single
Blaine,Contreras,Part-Time,12-05-1956,Laborer,MA,Female,61020,Hispanic,Married
Kolten,Kim,Temporary,09-02-1989,Engineer,MA,Female,34501,White,Divorced
Erika,Mata,Temporary,30-12-1993,Coordinator,MA,Female,41617,Black,Married
Beau,Olsen,Full-Time,19-07-1989,Executive,MA,Female,70318,White,Divorced
Kelly,Ellis,Full-Time,25-07-1957,Laborer,MA,Female,69455,White,Divorced
Nikhil,Rivas,Part-Time,14-12-1964,Laborer,MA,Male,28907,Hispanic,Married
Brady,Boyd,Temporary,13-01-1984,Laborer,MA,Male,9125,White,Divorced
Alfred,Manning,Temporary,27-07-1987,Laborer,MA,Female,7499,White,Married
Angelina,Russell,Part-Time,18-09-1942,Tower Hand,MA,Female,96077,Asian,Divorced
King,Garrison,Full-Time,06-08-1946,Field Project Manager,MA,Female,55355,Other,Married
Kale,Middleton,Temporary,18-07-1950,Laborer,MA,Female,35346,Hispanic,Single
Kailyn,Montgomery,Full-Time,26-03-1944,Groundman,MA,Female,72585,Hispanic,Married
Philip,Cobb,Full-Time,10-05-1964,Executive,MA,Female,32823,White,Single
Bria,Spence,Full-Time,29-02-1972,Laborer,MA,Female,18169,Other,Single
Ellie,Holder,Full-Time,25-05-1989,Manager,MA,Female,71853,Asian,Single
Denzel,Clark,Part-Time,20-10-1949,Project Manager,MA,Female,97487,White,Divorced
Sidney,Lewis,Part-Time,07-09-1962,Laborer,MA,Female,53645,White,Divorced
Simon,Rivers,Temporary,25-12-1991,Manager,MA,Female,43569,Other,Widowed
Branson,Schneider,Full-Time,20-02-1969,Operator,MA,Female,38800,White,Divorced
Maren,Whitehead,Full-Time,14-05-1977,Laborer,MA,Female,72287,White,Widowed
Gilbert,Hensley,Temporary,07-09-1980,Engineer,MA,Female,37599,White,Single
Armani,Barker,Full-Time,18-07-1956,Manager,MA,Female,52861,Hispanic,Single
Tamia,Byrd,Full-Time,25-11-1967,Supervisor,MA,Female,11079,Hispanic,Widowed
Oliver,Richardson,Full-Time,13-10-1976,Manager,MA,Female,88221,Other,Married
Nathalia,Larson,Full-Time,27-07-1943,Project Manager,MA,Female,83667,Black,Divorced
Laurel,Chan,Temporary,25-12-1943,Foreman,MA,Female,50403,Asian,Married
Alejandra,Barnes,Temporary,26-10-1986,Laborer,MA,Female,50499,White,Single
Emilio,Daniel,Part-Time,12-06-1956,Flagger,MA,Female,60487,White,Married
Ellie,Robbins,Temporary,03-11-1960,Supervisor,MA,Female,34104,Other,Married
Vicente,Hansen,Temporary,08-06-1988,Supervisor,MA,Female,84354,Asian,Married
Jordan,Kemp,Temporary,08-01-1961,Laborer,MA,Male,53786,Black,Single
Edith,Richard,Temporary,16-05-1981,Technician,MA,Female,92893,Hispanic,Divorced
Dustin,Snow,Full-Time,06-02-1971,Assistant,MA,Female,77142,Hispanic,Divorced
Layton,Goodwin,Full-Time,12-07-1999,Engineer,MA,Female,8666,Asian,Married
Eliza,Munoz,Part-Time,14-11-1978,Laborer,MA,Female,26272,Asian,Divorced
Arianna,Durham,Full-Time,19-12-1959,Laborer,MA,Female,11105,Black,Widowed
Lia,Orr,Full-Time,27-05-1960,Coordinator,MA,Female,37040,White,Divorced
Ethan,Rhodes,Part-Time,04-06-1966,Director,MA,Female,93414,White,Married
Alexis,Nielsen,Full-Time,30-10-1942,Assistant,MA,Female,33206,Asian,Divorced
Adalyn,Bass,Part-Time,14-03-1999,Locator,MA,Female,72118,Black,Single
Hadley,Benson,Full-Time,09-09-1987,Laborer,MA,Female,36134,Asian,Widowed
Carlee,Lang,Temporary,06-05-1948,Technician,MA,Female,18116,Hispanic,Married
Eli,Flores,Part-Time,12-01-1964,Groundman,MA,Female,67210,Black,Married
Lyric,Solomon,Full-Time,19-10-1997,Manager,MA,Female,60616,Other,Divorced
Jerome,Howard,Full-Time,17-07-1985,Construction Manager,MA,Female,17358,Black,Single
Parker,Fritz,Full-Time,25-02-1964,Lineman,MA,Female,29605,Black,Widowed
Phillip,Fuentes,Temporary,19-05-1950,Laborer,MA,Female,51886,Other,Divorced
Drake,Wiggins,Part-Time,29-03-1969,Vp,MA,Female,66261,Hispanic,Widowed
Lucy,Santos,Temporary,24-11-1944,Coordinator,MA,Female,26880,Other,Divorced
Justice,Curry,Temporary,13-12-1964,Engineer,MA,Female,35098,Hispanic,Married
Valeria,Zavala,Part-Time,23-01-1966,Driller,MA,Female,90728,Asian,Single
Nola,Sellers,Full-Time,25-12-1986,Construction Manager,MA,Female,49149,Asian,Widowed
Andre,Fields,Temporary,19-08-1949,Laborer,MA,Female,73771,Hispanic,Widowed
Joel,Hanson,Part-Time,27-01-1960,Supervisor,MA,Female,92541,Hispanic,Single
Tony,Mendoza,Temporary,14-11-1962,Foreman,MA,Male,47601,White,Widowed
Jacqueline,Black,Temporary,27-12-1943,Project Manager,MA,Female,68361,Hispanic,Widowed
Denise,Mccullough,Temporary,19-09-1978,Driller,MA,Female,71922,White,Widowed
Zain,Tanner,Part-Time,22-11-1988,Tower Hand,MA,Female,51689,Other,Divorced
Richard,Deleon,Temporary,13-05-1948,Vp,MA,Female,97553,Black,Single
Carmelo,Hayden,Temporary,17-05-1957,Lineman,MA,Female,92067,Asian,Single
Emilio,Pierce,Temporary,24-09-1943,Technician,MA,Female,65114,Other,Widowed
Emerson,Wood,Full-Time,20-10-1944,Clerk,MA,Female,9677,White,Widowed
Abagail,Moran,Part-Time,24-04-1992,Project Manager,MA,Female,38475,White,Single
Nikhil,Cummings,Part-Time,30-03-1978,Engineer,MA,Female,25166,Asian,Married
Stanley,Bowen,Full-Time,03-09-1946,Engineer,MA,Female,81288,Black,Divorced
Terrell,Hanna,Full-Time,17-05-1993,Laborer,MA,Female,45637,Hispanic,Divorced
Dale,Mendoza,Temporary,06-11-2000,Coordinator,MA,Female,41529,White,Widowed
Marcos,Carey,Temporary,10-09-1941,Foreman,MA,Female,72491,White,Married
Simeon,Pittman,Full-Time,17-01-1967,Lineman,MA,Female,66867,Asian,Divorced
Jenna,Cochran,Full-Time,11-09-1998,Splicer,MA,Female,12265,Asian,Married
Tia,Kent,Temporary,21-10-1975,Locator,MA,Female,65636,Asian,Married
Chace,Farley,Temporary,12-02-1979,Project Manager,MA,Female,96364,White,Widowed
Spencer,Hicks,Temporary,09-08-1950,Laborer,MA,Female,42707,White,Single
Leslie,Zamora,Part-Time,30-05-2001,Project Manager,MA,Female,1514,White,Divorced
Chasity,Kennedy,Temporary,20-06-1969,Helpdesk,MA,Female,35121,Black,Married
Makena,Benitez,Part-Time,26-11-1953,Foreman,MA,Female,36490,Black,Single
Remington,Walton,Temporary,02-10-1955,Foreman,MA,Female,85293,Black,Widowed
Raina,Best,Temporary,02-02-1988,Technician,MA,Male,40632,Other,Divorced
Paulina,Henderson,Part-Time,24-02-1973,Tower Hand,MA,Female,54337,Other,Married
Kaiya,Marsh,Part-Time,12-03-1951,Laborer,MA,Female,88590,Black,Widowed
Scarlett,Brooks,Full-Time,18-06-1964,Technician,MA,Female,70052,Other,Widowed
Makhi,Kramer,Full-Time,20-08-1974,Tower Hand,MA,Female,88134,Black,Single
Beatrice,Faulkner,Temporary,09-07-2001,Foreman,MA,Female,36904,Hispanic,Widowed
Valeria,Mayo,Part-Time,25-04-1955,Technician,MA,Female,65653,Asian,Married
Darrell,Vaughan,Part-Time,08-10-1991,Labor,MA,Female,19006,Other,Divorced
Carlos,Murphy,Full-Time,21-02-1962,Laborer,MA,Female,53948,Black,Married
Wilson,Sloan,Temporary,11-08-1966,Evp,MA,Female,69346,Hispanic,Divorced
Kaleb,Elliott,Full-Time,30-03-1968,Laborer,MA,Female,3763,White,Widowed
Harley,Jones,Part-Time,22-08-1969,Supervisor,MA,Female,74489,Black,Widowed
Casey,Dixon,Full-Time,25-07-1946,Foreman,MA,Female,73814,Hispanic,Married
Josue,Gentry,Temporary,25-01-1965,Engineer,MA,Female,40697,Other,Widowed
Adelaide,Meyer,Temporary,25-01-1994,Coordinator,MA,Female,46121,Asian,Divorced
Pierre,Craig,Temporary,28-01-1998,Laborer,MA,Female,80572,Hispanic,Divorced
Leo,Hickman,Full-Time,04-10-1989,Coordinator,MA,Female,58886,Other,Divorced
Frankie,Franklin,Temporary,03-11-1943,Model Assistant,MA,Female,73772,Other,Divorced
Vance,Cain,Temporary,06-11-1981,Lineman,MA,Female,80599,Hispanic,Divorced
Joel,Koch,Full-Time,21-04-1949,Splicer,MA,Female,75427,Black,Widowed
Cheyanne,Hess,Temporary,26-03-1997,Coordinator,MA,Female,90636,White,Single
Ishaan,Sheppard,Full-Time,06-10-1971,Splicer,MA,Female,73850,Asian,Widowed
Areli,Mitchell,Temporary,05-12-1950,Engineer,MA,Female,47622,Hispanic,Married
Alexis,Kirby,Temporary,07-01-1956,Project Manager,MA,Female,70069,White,Widowed
Alfred,Caldwell,Part-Time,10-09-1944,Model Assistant,MA,Female,58613,Other,Married
Julianna,Vang,Temporary,08-09-1975,Driller,MA,Male,3793,Other,Married
Arthur,Wilson,Full-Time,24-02-1942,Coordinator,MA,Female,72455,Other,Single
Ariel,Osborn,Temporary,29-01-1989,Manager,MA,Female,94916,Black,Widowed
Ansley,Arias,Full-Time,02-02-1950,Assistant,MA,Female,1687,Asian,Married
Melany,Stafford,Full-Time,07-07-1962,Foreman,MA,Female,54978,White,Married
Matias,Burns,Temporary,31-05-1983,Lineman,MA,Female,73141,White,Widowed
Aden,George,Part-Time,22-05-1988,Laborer,MA,Female,5804,Other,Married
Rodolfo,Franklin,Full-Time,26-05-1951,Engineer,MA,Female,61393,Asian,Single
Juliet,Wall,Temporary,05-04-1970,Project Manager,MA,Female,53999,Asian,Married
London,Contreras,Full-Time,19-11-1966,Lineman,MA,Female,32240,White,Married
Kyler,Burton,Full-Time,27-07-1950,Technician,MA,Female,95333,Black,Divorced
Yasmine,Hughes,Full-Time,06-02-1948,Laborer,MA,Female,26451,Asian,Divorced
Dillon,Sullivan,Part-Time,09-09-1997,Operator,MA,Female,7438,Asian,Widowed
Kendrick,Ashley,Temporary,27-11-1991,Administrator,MA,Female,5348,Hispanic,Divorced
Rashad,Mayo,Full-Time,16-01-1995,Technician,MA,Female,26000,Black,Divorced
Larissa,Warner,Full-Time,26-12-1995,Flagger,MA,Female,81396,Black,Widowed
Delilah,Cooke,Part-Time,17-06-1950,Billing,MA,Female,65842,Black,Widowed
Simone,Sharp,Part-Time,11-02-1992,Executive Assistant,MA,Female,34460,Hispanic,Married
Cristofer,Mcbride,Temporary,01-06-1994,Laborer,MA,Female,84884,Other,Single
Charlize,Wong,Part-Time,04-10-1987,Engineer,MA,Female,6115,Asian,Divorced
Adelaide,Herman,Temporary,29-12-1970,Coordinator,MA,Female,6918,Black,Married
Kason,Ellison,Temporary,02-10-1987,Technician,MA,Female,71740,Hispanic,Widowed
Tyree,Weaver,Full-Time,22-12-1988,Foreman,MA,Female,4056,Asian,Married
Landen,Figueroa,Full-Time,02-09-1951,Supervisor,MA,Male,35807,Asian,Single
Francis,Robbins,Part-Time,30-08-1990,Engineer,MA,Female,86281,Hispanic,Married
Raphael,Solomon,Full-Time,04-01-1996,Supervisor,MA,Female,28181,Black,Widowed
Zariah,Castaneda,Full-Time,10-08-1980,Technician,MA,Female,74027,Hispanic,Widowed
Trevin,Lambert,Temporary,13-08-1991,Foreman,MA,Female,94011,Black,Single
Nathalie,Hays,Part-Time,20-01-1992,Engineer,MA,Female,96129,Black,Widowed
Bria,Bush,Full-Time,12-09-1949,Manager,MA,Female,81415,White,Divorced
Mason,Brewer,Part-Time,20-02-1984,Laborer,MA,Female,22258,Other,Divorced
Salvatore,Snyder,Full-Time,21-04-1959,Groundman,MA,Female,13138,Asian,Single
Vivian,Hickman,Temporary,17-05-1997,Technician,MA,Male,74447,Hispanic,Married
Amaris,Kirk,Full-Time,26-01-1998,Program Manager,MA,Female,31571,Hispanic,Married
Grant,York,Part-Time,21-02-1965,Laborer,MA,Female,1509,Black,Married
Tyree,Mahoney,Temporary,04-07-1944,Shop,MA,Female,15861,White,Divorced
Kimberly,Horn,Full-Time,20-01-1985,Laborer,MA,Female,46637,Asian,Single
Paul,Moreno,Part-Time,19-11-1971,Engineer,MA,Female,47342,Asian,Married
Macey,Christian,Part-Time,29-06-1945,Administration,MA,Female,41219,Black,Divorced
Joel,Bowen,Part-Time,01-08-1963,Laborer,MA,Male,67704,White,Married
Isis,Vega,Temporary,18-02-1992,Laborer,MA,Female,57434,Other,Widowed
Josie,Mercer,Part-Time,31-10-1954,Laborer,MA,Female,46366,Black,Single
Ellie,Ortega,Full-Time,25-06-1983,Operator,MA,Male,15989,White,Single
Adrien,Maddox,Full-Time,12-04-1983,Operator,MA,Female,77437,Asian,Divorced
Landyn,Velez,Temporary,01-07-1963,Driver,MA,Female,63184,White,Single
Lilly,Haynes,Full-Time,10-07-1977,Manager,MA,Female,15120,White,Divorced
Bianca,Cardenas,Full-Time,15-03-1954,Laborer,MA,Female,4751,Asian,Single
Cayden,Bartlett,Part-Time,27-06-1990,Technician,MA,Male,37225,Other,Married
Desiree,Walker,Part-Time,01-01-1969,Project Manager,MA,Female,92017,Asian,Married
Colton,Le,Part-Time,05-04-1986,Technician,MA,Female,42742,Asian,Married
Leonidas,Bridges,Part-Time,23-10-1984,Supervisor,MA,Female,58905,Other,Divorced
Gia,Franco,Full-Time,13-01-1944,Administrator,MA,Female,32235,Black,Divorced
Audrina,Williams,Temporary,09-01-1942,Tower Hand,MA,Female,40461,Other,Widowed
Sam,Knight,Full-Time,06-06-1953,Welder,MA,Female,97669,Black,Divorced
Lisa,Galia,Full-Time,20-10-1948,Technician,CT,Female,6040,Other,Married
Rick,Clayton,Part-Time,30-08-2000,Groundman,MA,Male,2170,Black,Widowed
Julia,Soto,Temporary,12-02-1965,Vp,MA,Female,2360,Black,Single
Leonara,Lindsay,Temporary,24-08-1971,Administrator,CT,Female,6070,White,Married
Savanna,Mayo,Part-Time,11-05-1991,Cfo,MA,Female,74179,White,Widowed
Branden,Khan,Full-Time,03-09-1965,Shop,MA,Female,8415,Asian,Married
Aiden,Wade,Full-Time,22-10-1951,Tower Hand,MA,Female,8196,Black,Married
Conrad,Ochoa,Temporary,17-12-1962,Engineer,MA,Female,95814,Asian,Divorced
Jaylyn,Bruce,Temporary,10-02-1972,Technician,MA,Female,21899,Hispanic,Single
Kaylie,Ayers,Temporary,21-07-1995,Director,CT,Female,52244,Hispanic,Divorced
Abdullah,Arellano,Part-Time,08-11-1967,Foreman,MA,Female,29237,Asian,Widowed
Hazel,Lane,Part-Time,25-10-1966,Laborer,MA,Female,8635,Hispanic,Widowed
Lilah,Harrison,Temporary,03-09-1961,Engineer,MA,Female,30879,Asian,Married
Cedric,Sawyer,Part-Time,14-11-1993,Laborer,MA,Female,49637,Hispanic,Single
Caiden,Lam,Temporary,17-07-1998,Laborer,MA,Female,77955,Hispanic,Widowed
Isla,Hawkins,Temporary,18-02-1942,Vp,MA,Female,43748,Asian,Widowed
Hadley,Nash,Temporary,14-01-1999,Groundman,CT,Female,8958,Asian,Divorced
Milo,Jensen,Full-Time,03-12-1971,Project Manager,MA,Male,84923,Black,Divorced
Zechariah,Strong,Full-Time,07-09-1960,Administrative,MA,Female,73392,White,Married
Raymond,Maldonado,Full-Time,05-06-1995,Lineman,MA,Female,13915,Black,Widowed
Kayley,Romero,Part-Time,16-09-1942,Laborer,MA,Female,58630,White,Divorced
Antonio,Gray,Temporary,01-10-1977,Laborer,MA,Female,11746,Asian,Divorced
Kane,Mcfarland,Full-Time,20-08-1972,Supervisor,CT,Female,51949,Hispanic,Married
Kylie,Ellis,Part-Time,24-04-1990,Laborer,CT,Female,54795,Other,Single
Jovan,Giles,Full-Time,05-10-1942,Engineer,MA,Male,79191,Hispanic,Single
Sheldon,Castillo,Full-Time,22-04-1977,Lineman,MA,Female,93777,Asian,Single
Ariel,Barnes,Full-Time,26-02-1975,Laborer,MA,Female,87474,Black,Married
Kyson,Grimes,Full-Time,31-08-1954,Model Assistant,MA,Female,37994,Other,Single
Princess,Long,Temporary,28-10-1948,Project Manager,CT,Female,44145,Hispanic,Widowed
Lyla,Wong,Temporary,22-04-1975,Laborer,CT,Female,25760,Other,Single
Shyanne,Livingston,Temporary,17-01-1972,Purchasing,CT,Male,55252,Hispanic,Widowed
Dario,Whitney,Part-Time,11-12-1962,Manager,MA,Male,62468,Asian,Divorced
Pedro,Nelson,Part-Time,28-11-1997,Accounting,MA,Female,91567,Hispanic,Married
Carlo,Carr,Part-Time,01-06-1981,Engineer,MA,Female,5139,Hispanic,Married
Aileen,Pacheco,Temporary,29-03-1994,Runner,MA,Female,48114,Hispanic,Married
Dorian,Wu,Part-Time,20-07-1954,Accounting,CT,Female,90316,Other,Married
Monica,Pham,Temporary,08-12-1949,Driller,CT,Female,47299,Other,Married
Londyn,Underwood,Part-Time,15-09-1946,Supervisor,MA,Male,54056,Black,Divorced
Britney,Logan,Part-Time,22-11-1973,Technician,MA,Male,7728,White,Divorced
Alessandra,Novak,Temporary,10-04-1983,Engineer,MA,Female,70092,Hispanic,Widowed
Ariel,Powers,Temporary,17-12-1999,Laborer,MA,Female,71142,Hispanic,Widowed
Jewel,Bryant,Part-Time,07-11-1994,Laborer,MA,Female,2760,Black,Divorced
Irene,Kim,Temporary,02-09-1962,Groundman,CT,Female,13557,Asian,Married
Carla,Willis,Temporary,03-10-1978,Program Manager,MA,Female,81938,Hispanic,Divorced
Ricardo,Fitzgerald,Part-Time,12-11-1973,Coordinator,MA,Male,73648,White,Widowed
Steven,Jarvis,Full-Time,05-02-1982,Technician,MA,Female,73024,Other,Single
Benjamin,Marquez,Part-Time,27-10-1957,Administrator,MA,Female,44031,Hispanic,Single
Gabrielle,Mercer,Part-Time,16-07-1990,Lineman,MA,Female,67812,Hispanic,Single
Kaylyn,Pham,Full-Time,29-12-1981,Driller,CT,Female,67840,Asian,Widowed
Ingrid,Lucero,Full-Time,22-10-1988,Administrative,MA,Male,77019,White,Married
Keshawn,Gilmore,Part-Time,20-02-1999,Engineer,MA,Male,88137,White,Widowed
Connor,Wang,Temporary,24-03-1961,Drafter,MA,Female,76781,Hispanic,Divorced
Rocco,Vaughan,Temporary,21-10-1992,Billing,MA,Female,17501,Hispanic,Widowed
Samuel,Jennings,Part-Time,01-06-1958,Foreman,CT,Female,24054,Black,Divorced
Shane,Harper,Temporary,03-10-1950,Engineer,CT,Female,84506,Other,Divorced
Kali,Yates,Temporary,09-10-1965,Assistant,MA,Male,10273,Hispanic,Single
Piper,Guzman,Part-Time,05-03-1979,Manager,MA,Male,4377,White,Single
Halle,Pena,Part-Time,30-12-1944,Construction Manager,MA,Female,87370,Hispanic,Single
Jameson,Eaton,Temporary,10-02-1975,Construction Manager,MA,Female,84988,Other,Single
Antony,Brandt,Part-Time,18-06-1971,Technician,CT,Female,43148,Hispanic,Divorced
Armani,Rogers,Full-Time,06-08-1963,Technician,CT,Male,58818,White,Single
Jacoby,Lyons,Full-Time,15-01-1974,Ceo,MA,Male,42997,Hispanic,Divorced
Dylan,Livingston,Part-Time,19-09-1952,Manager,MA,Female,93829,Asian,Single
Raelynn,Compton,Temporary,20-07-1996,Tower Hand,MA,Female,48655,Hispanic,Single
Darryl,Richmond,Full-Time,04-04-1987,Laborer,CT,Female,62715,Black,Divorced
Ana,Stafford,Part-Time,16-05-1956,Planner,CT,Male,75785,Other,Divorced
Carlos,Mccoy,Temporary,23-01-2000,Lineman,MA,Male,52491,Other,Widowed
Michael,Albert,Full-Time,09-12-1950,Runner,MA,Male,2169,Asian,Married
Courtney E,Wallace,Temporary,21-11-1982,Project Manager,MA,Female,2478,White,Divorced
Amy,Dunn,Temporary,29-09-1963,Technician,MA,Female,1731,Hispanic,Widowed
Kissy,Sullivan,Temporary,27-05-1963,Operator,MA,Female,1776,White,Widowed
Walter,Immediato,Full-Time,12-02-1977,Safety,MA,Male,2128,Other,Divorced
Ebonee,Peterson,Temporary,06-03-1985,Foreman,MA,Female,2030,White,Married
Elijiah,Gray,Full-Time,12-09-1998,Laborer,MA,Male,1752,Hispanic,Single
Charles,Bozzi,Full-Time,28-07-1967,Engineer,MA,Male,1901,Asian,Single
Sean,Quinn,Temporary,17-12-1961,Technician,MA,Male,2045,White,Single
Jennifer,Zamora,Part-Time,23-09-1960,Foreman,MA,Female,2067,Other,Widowed
Webster L,Butler,Temporary,28-05-1971,Coordinator,MA,Male,2169,Other,Single
Brannon,Miller,Temporary,10-10-1981,Specialist,MA,Male,2045,Black,Divorced
Ketsia,Liebig,Part-Time,20-03-1961,Technician,MA,Female,2110,White,Single
